_time,_value
2022-07-10T03:00:00Z,2.1993693522
2022-06-09T23:45:00Z,2.0935647217
2022-07-09T05:00:00Z,2.0292577452
2022-07-02T08:15:00Z,4.6583690104
2022-07-01T14:00:00Z,9.005108846
2022-07-31T07:30:00Z,2.4248025113000002
2022-07-01T14:15:00Z,8.9697476827
2022-08-08T22:15:00Z,2.5541749786
2022-08-10T07:30:00Z,21.6777902643
2022-08-05T09:00:00Z,19.2277707397
2022-08-11T13:00:00Z,34.8930118815
2022-06-22T16:45:00Z,9.6682527384
2022-06-12T11:45:00Z,1.9590217481
2022-06-08T04:00:00Z,1.8163405762
2022-07-18T03:30:00Z,7.1602717041
2022-08-07T14:15:00Z,2.3781445414
2022-07-01T05:15:00Z,10.8820726505
2022-07-16T18:00:00Z,3.9157790019
2022-07-22T10:15:00Z,9.5134608111
2022-07-21T18:00:00Z,2.4161755493
2022-07-22T10:00:00Z,10.3335066895
2022-07-11T17:45:00Z,2.012161438
2022-08-08T14:15:00Z,8.657212441
2022-07-15T18:45:00Z,3.7506391927
2022-08-07T05:45:00Z,2.3812023153
2022-08-05T18:15:00Z,2.4654311439
2022-08-09T19:00:00Z,2.4384397054
2022-07-08T16:45:00Z,2.2705662944
2022-08-15T07:30:00Z,24.082650887
2022-07-21T07:45:00Z,11.3018043697
2022-06-27T22:30:00Z,2.2035726379
2022-06-18T01:00:00Z,2.3010140137
2022-08-05T03:00:00Z,3.5569749593
2022-08-12T18:45:00Z,2.6083668736
2022-07-14T11:00:00Z,23.944636611900002
2022-08-06T19:00:00Z,4.0318443778
2022-06-13T04:15:00Z,2.3617298787
2022-08-14T00:30:00Z,2.386256543
2022-08-07T09:30:00Z,2.9415844558
2022-07-18T22:30:00Z,2.7800880005
2022-08-06T12:15:00Z,3.2554353827
2022-06-27T21:30:00Z,2.1383698975
2022-06-28T21:30:00Z,2.5620502139
2022-07-07T18:00:00Z,2.1806602214
2022-06-27T09:00:00Z,9.6695471395
2022-08-15T16:00:00Z,5.1598548352
2022-07-29T00:45:00Z,2.2773625244
2022-07-26T10:00:00Z,7.9957809591
2022-07-10T17:00:00Z,2.5847205078
2022-07-23T01:00:00Z,2.7806305852
2022-07-03T22:00:00Z,2.3215445178
2022-06-19T21:30:00Z,1.9865175781
2022-07-23T22:45:00Z,2.2004782471
2022-06-12T06:45:00Z,2.2058540853
2022-06-28T08:45:00Z,39.1492050863
2022-06-29T02:15:00Z,2.335928597
2022-07-30T21:00:00Z,2.2325526995000002
2022-07-26T20:45:00Z,2.6884617675999998
2022-07-16T23:00:00Z,2.875399012
2022-08-15T03:00:00Z,2.3385852766
2022-07-18T02:45:00Z,2.9872078037
2022-07-20T06:00:00Z,12.348462595600001
2022-08-06T00:45:00Z,2.5873702515
2022-08-05T07:30:00Z,7.6791577296
2022-06-09T13:15:00Z,11.3446848526
2022-07-29T11:45:00Z,9.828144767
2022-07-28T03:45:00Z,6.2827792216
2022-06-27T05:45:00Z,23.2788752799
2022-06-16T09:15:00Z,24.9536179957
2022-07-18T21:15:00Z,3.5872776616
2022-07-25T04:30:00Z,9.6112761759
2022-07-23T14:00:00Z,2.3623677999
2022-06-22T09:45:00Z,12.335649349
2022-08-04T18:30:00Z,3.802259375
2022-07-05T14:00:00Z,8.5515851868
2022-07-10T08:45:00Z,2.5029924063999998
2022-06-10T10:45:00Z,21.8357272023
2022-06-16T07:15:00Z,15.3485937805
2022-07-03T10:45:00Z,4.5854040948
2022-07-03T04:30:00Z,2.6460164416
2022-06-26T21:30:00Z,2.0878204997
2022-07-31T03:00:00Z,2.221554898
2022-06-19T20:45:00Z,2.1248016683
2022-07-16T16:00:00Z,3.2544197632
2022-07-23T03:00:00Z,2.4711898509
2022-08-04T22:15:00Z,3.607037885
2022-07-06T14:15:00Z,31.0525976888
2022-07-15T02:15:00Z,3.0541762395
2022-07-24T10:30:00Z,3.1641453125
2022-06-08T20:15:00Z,2.0883173407
2022-06-19T17:30:00Z,1.9631959554
2022-07-05T06:30:00Z,23.5827463236
2022-07-30T12:00:00Z,2.5455311094
2022-06-29T16:00:00Z,9.5475185038
2022-08-13T12:00:00Z,2.86863125
2022-07-14T14:15:00Z,24.2247602987
2022-07-13T13:15:00Z,12.7097329691
2022-06-08T01:30:00Z,1.8163405762
2022-06-25T01:30:00Z,2.0768295979999998
2022-07-17T15:15:00Z,4.1478243896
2022-08-11T18:45:00Z,7.1238279622
2022-06-10T11:00:00Z,20.9821928243
2022-06-18T14:45:00Z,2.4333311686
2022-06-08T22:30:00Z,2.5168887024
2022-07-07T00:30:00Z,2.445494489
2022-08-07T04:00:00Z,2.1352516886
2022-06-09T00:00:00Z,2.2578752604
2022-06-29T06:00:00Z,11.9858231354
2022-07-14T05:00:00Z,12.8836333516
2022-06-21T02:30:00Z,1.9380833008
2022-07-06T05:00:00Z,10.835146196
2022-07-17T11:45:00Z,3.3049193787
2022-07-27T23:30:00Z,6.9740149821
2022-08-10T03:45:00Z,2.9894979472000003
2022-06-25T00:30:00Z,2.0866807292
2022-08-01T13:15:00Z,17.123711731
2022-07-25T14:45:00Z,6.8947811427
2022-06-26T11:30:00Z,2.730546875
2022-08-11T00:45:00Z,2.7201196871
2022-07-22T00:30:00Z,2.1546441482
2022-08-15T19:45:00Z,5.2281891215
2022-06-26T23:45:00Z,2.01414885
2022-07-22T08:00:00Z,10.5284466431
2022-08-15T12:30:00Z,18.6041072306
2022-06-15T04:30:00Z,3.1106041407
2022-06-30T06:00:00Z,11.7938832482
2022-07-18T11:45:00Z,12.9671772966
2022-07-25T07:15:00Z,12.154480433
2022-07-24T23:15:00Z,2.1417472819
2022-06-11T11:00:00Z,2.1086126162
2022-08-13T18:30:00Z,2.6367324892
2022-07-06T07:45:00Z,9.4604355794
2022-08-07T08:45:00Z,2.7657354167
2022-06-08T02:30:00Z,1.8163405762
2022-07-15T07:30:00Z,28.8609338196
2022-07-25T08:00:00Z,10.9663508077
2022-08-06T12:45:00Z,2.4078645386
2022-07-30T05:15:00Z,2.0153743713
2022-07-19T10:45:00Z,16.8016018229
2022-06-09T05:30:00Z,11.0494497354
2022-07-21T16:00:00Z,3.1675700621
2022-07-15T11:00:00Z,11.165974944
2022-06-14T06:00:00Z,13.3535371338
2022-06-19T05:15:00Z,2.1506263323
2022-07-03T17:15:00Z,2.1308187215
2022-07-13T13:30:00Z,13.4637013802
2022-06-28T04:15:00Z,1.8153367594
2022-07-02T06:45:00Z,2.1894692261
2022-08-05T17:00:00Z,2.4101925222
2022-07-04T06:30:00Z,12.2349749356
2022-07-10T07:15:00Z,2.3212533223
2022-06-19T13:30:00Z,2.2476176779
2022-07-02T08:00:00Z,5.9660198161
2022-06-16T06:30:00Z,23.1143119324
2022-07-23T16:30:00Z,2.442236424
2022-07-06T10:45:00Z,22.8311898865
2022-08-12T20:15:00Z,2.4312527445
2022-07-03T23:30:00Z,2.0756167666
2022-08-06T17:15:00Z,3.9211788983
2022-06-29T18:45:00Z,5.6136947737
2022-07-31T08:00:00Z,2.0432447184
2022-08-10T21:00:00Z,2.4068308148
2022-07-09T12:00:00Z,2.2461107178
2022-08-08T06:00:00Z,12.2313965129
2022-07-31T16:15:00Z,2.2845492757
2022-06-27T18:00:00Z,2.0403492284
2022-08-04T13:15:00Z,8.1191873047
2022-07-13T11:15:00Z,12.575631510400001
2022-07-17T23:15:00Z,2.9631876176
2022-07-18T17:45:00Z,3.7126231527
2022-07-03T17:00:00Z,2.5642456462
2022-07-21T13:30:00Z,12.2650581223
2022-07-19T00:45:00Z,3.295220243
2022-08-10T12:30:00Z,12.4340922683
2022-07-09T03:45:00Z,2.0841414022
2022-06-18T14:30:00Z,2.4483574892
2022-06-15T17:30:00Z,8.5591731231
2022-07-03T14:15:00Z,2.5001371012
2022-07-05T13:00:00Z,8.9530605794
2022-07-12T03:15:00Z,2.1161425293
2022-07-26T15:15:00Z,3.92869434
2022-07-21T10:30:00Z,11.1217275004
2022-07-28T17:30:00Z,2.3523815055
2022-08-05T19:30:00Z,2.8252020553
2022-07-18T23:00:00Z,3.2828193639
2022-06-14T20:30:00Z,2.7505196659
2022-08-12T15:15:00Z,6.551877012
2022-06-19T01:45:00Z,2.3873268636000002
2022-06-08T00:15:00Z,1.8163405762
2022-07-15T02:00:00Z,2.8540452927
2022-08-12T15:00:00Z,6.836697404
2022-07-26T01:45:00Z,6.7908448402
2022-07-07T02:45:00Z,2.4478340495
2022-08-02T18:30:00Z,2.5792113281
2022-07-12T13:30:00Z,11.4218411423
2022-06-25T23:45:00Z,2.1355041423
2022-07-06T02:15:00Z,5.6091575591
2022-07-23T19:00:00Z,2.5041630859
2022-08-03T14:15:00Z,8.9953827148
2022-08-01T12:45:00Z,19.584154362
2022-07-27T10:30:00Z,10.7838524843
2022-08-02T16:00:00Z,2.5497751696
2022-06-12T09:00:00Z,2.5711721354
2022-07-30T15:45:00Z,2.3157316869
2022-06-09T16:30:00Z,1.8068272156
2022-06-15T08:15:00Z,13.9793195043
2022-07-06T09:30:00Z,21.9482269714
2022-06-13T20:00:00Z,2.6208011223
2022-06-13T05:00:00Z,14.3665202489
2022-07-21T06:45:00Z,10.9725561462
2022-06-29T14:00:00Z,11.3344007063
2022-06-28T19:45:00Z,2.6607861490999998
2022-07-14T21:00:00Z,3.3025887647
2022-06-20T17:30:00Z,1.9628414469000002
2022-06-13T18:30:00Z,2.2427836589
2022-07-22T17:30:00Z,2.2438557007
2022-07-11T13:45:00Z,10.7784950814
2022-07-09T10:30:00Z,2.0202838545
2022-07-06T05:15:00Z,10.8034036845
2022-06-20T22:00:00Z,2.2114831868
2022-06-15T06:15:00Z,12.5213697632
2022-06-12T12:00:00Z,2.1543550822
2022-06-13T10:30:00Z,22.8625956034
2022-07-18T22:00:00Z,3.3484096403
2022-06-11T01:45:00Z,2.3208949411
2022-07-06T18:15:00Z,2.6330261068
2022-06-19T01:15:00Z,2.5336470703
2022-06-26T22:00:00Z,1.9420085124000002
2022-08-06T04:15:00Z,2.317897025
2022-07-18T13:15:00Z,12.8131389323
2022-08-09T08:45:00Z,10.2801828125
2022-07-08T20:00:00Z,3.0443511663
2022-07-18T13:00:00Z,12.3432587049
2022-07-07T20:30:00Z,2.2724662598
2022-07-23T18:00:00Z,2.1493037278
2022-07-25T23:30:00Z,6.8653798808
2022-07-24T03:00:00Z,2.1875154297
2022-08-03T06:30:00Z,6.3856289958
2022-07-02T13:45:00Z,2.5549165263
2022-06-27T02:30:00Z,1.9101606364000001
2022-07-03T21:45:00Z,2.7050264771
2022-06-23T22:30:00Z,2.3775372285
2022-06-25T18:15:00Z,2.0836708858
2022-06-23T14:30:00Z,8.2451568766
2022-08-11T17:15:00Z,7.5936133612
2022-07-10T16:00:00Z,1.9594455363
2022-07-27T04:30:00Z,4.3683060048
2022-06-10T20:00:00Z,2.1169116432
2022-07-05T11:00:00Z,9.7560113644
2022-06-28T03:30:00Z,2.4323926982
2022-07-16T22:30:00Z,3.3969947312
2022-06-08T02:15:00Z,1.8163405762
2022-06-08T20:00:00Z,1.9670912135
2022-06-19T15:45:00Z,1.9414212423000001
2022-08-06T13:15:00Z,2.4205109926
2022-06-13T11:15:00Z,23.5906736206
2022-08-07T21:45:00Z,2.5460579781
2022-07-26T19:30:00Z,2.6519566551000002
2022-06-21T23:00:00Z,1.9524246908
2022-06-12T23:45:00Z,2.2050862549
2022-06-10T07:30:00Z,8.8388645772
2022-06-24T23:15:00Z,2.0826138862
2022-06-08T02:00:00Z,1.8163405762
2022-07-19T00:15:00Z,2.7240948307
2022-07-31T14:30:00Z,2.0272902039
2022-07-04T23:00:00Z,2.1290271891
2022-07-07T04:45:00Z,10.2988558757
2022-06-16T21:00:00Z,2.5549388017
2022-06-20T13:00:00Z,11.1901302572
2022-07-18T01:45:00Z,3.4505199061000003
2022-06-20T23:45:00Z,2.0345671305
2022-07-30T01:30:00Z,1.9931267006
2022-08-06T13:30:00Z,2.1254082652
2022-06-23T23:15:00Z,2.2749893982
2022-06-17T11:45:00Z,16.0286737793
2022-07-07T09:45:00Z,10.4524825033
2022-06-23T07:15:00Z,21.5279252401
2022-07-13T03:30:00Z,3.2351497782
2022-08-04T09:15:00Z,9.8630634324
2022-06-17T15:15:00Z,5.5715988264
2022-06-28T05:30:00Z,20.0955952085
2022-07-22T08:30:00Z,10.979191782600001
2022-07-14T10:45:00Z,26.168288671
2022-08-14T21:15:00Z,2.3728425456
2022-07-31T13:15:00Z,2.3428745565
2022-07-23T00:15:00Z,2.7672119995
2022-06-28T14:30:00Z,6.9859611674
2022-08-03T02:15:00Z,2.5396315926
2022-07-16T18:15:00Z,4.1985608352
2022-07-30T00:15:00Z,2.6113442801
2022-08-05T04:45:00Z,11.7705962903
2022-07-29T12:15:00Z,10.7919085399
2022-07-09T03:00:00Z,2.0780368327
2022-07-19T20:45:00Z,5.9443743439
2022-06-11T04:15:00Z,1.844393888
2022-08-10T03:00:00Z,2.3262617861
2022-07-02T18:00:00Z,1.9802216268000001
2022-08-13T13:30:00Z,3.5652811768
2022-06-22T12:00:00Z,12.0150079388
2022-07-24T05:30:00Z,2.3401295736
2022-06-25T03:15:00Z,2.3915334941
2022-08-05T18:45:00Z,2.7024195964
2022-07-13T19:45:00Z,6.8245028285
2022-06-25T00:45:00Z,2.1582991943
2022-06-20T17:00:00Z,3.9632932495
2022-08-10T22:45:00Z,2.3396143799
2022-06-12T15:15:00Z,2.1763261902
2022-06-08T01:00:00Z,1.8163405762
2022-07-16T08:00:00Z,4.6537143433
2022-08-01T22:15:00Z,2.1660837077
2022-07-19T19:00:00Z,8.8636104526
2022-06-11T04:45:00Z,2.0441220011
2022-07-24T14:00:00Z,2.8422002401
2022-08-05T10:15:00Z,23.5973913086
2022-06-14T06:45:00Z,12.9408412923
2022-07-07T23:00:00Z,2.5563626628
2022-07-05T20:30:00Z,5.9419951354
2022-06-19T19:45:00Z,2.0725894796
2022-06-20T16:00:00Z,2.2617964274
2022-08-08T23:30:00Z,2.115827474
2022-07-19T04:15:00Z,8.8855069784
2022-07-29T09:00:00Z,8.8938784139
2022-06-29T17:00:00Z,8.7412810527
2022-08-01T17:00:00Z,2.6013428589
2022-06-16T19:15:00Z,2.2592030599
2022-08-01T10:15:00Z,18.1111927043
2022-07-22T23:45:00Z,2.3147341898000002
2022-07-20T02:15:00Z,3.8826159505
2022-06-19T04:15:00Z,2.2672788991
2022-07-24T02:00:00Z,2.3360511393
2022-06-24T13:00:00Z,12.4479932019
2022-07-15T03:45:00Z,3.0414123839
2022-07-08T13:15:00Z,11.7486241943
2022-06-26T10:30:00Z,2.2232128418
